number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,slug,streamUrl,type_id,type_name,socialTitle,recordedOn,language,presenterDisplayName,duration,canonicalUrl,viewedCount,tedcomPercentage,youtubePercentage,podcastsPercentage,tedappsPercentage,publishedAt,id,title
1516,258,3,5,316.1,546.1,0.6,209.89,48.2,198.3,70,419,176,233,roselinde_torres_what_it_takes_to_be_a_great_leader,https://hls.ted.com/project_masters/1893/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,What it takes to be a great leader,2013-10-30,en,Roselinde Torres,546,https://www.ted.com/talks/roselinde_torres_what_it_takes_to_be_a_great_leader,7432504,0.522,0.23,0.072,0.176,2014-02-19T16:00:16Z,1930,What it takes to be a great leader
2247,224,3,4,531.6,718.2,0.7,212.0,30.91,207.1,75,399,194,225,hyeonseo_lee_my_escape_from_north_korea,https://hls.ted.com/project_masters/2009/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,My escape from North Korea,2013-02-28,en,Hyeonseo Lee,718,https://www.ted.com/talks/hyeonseo_lee_my_escape_from_north_korea,26803903,0.107,0.845,0.011,0.037,2013-03-20T14:59:48Z,1694,My escape from North Korea
3287,94,5,5,683.5,724.0,0.9,166.62,33.92,167.2,71,407,147,186,shawn_achor_the_happy_secret_to_better_work,https://hls.ted.com/project_masters/694/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The happy secret to better work,2011-05-11,en,Shawn Achor,723,https://www.ted.com/talks/shawn_achor_the_happy_secret_to_better_work,26912725,0.696,0.169,0.006,0.129,2012-02-01T16:09:38Z,1344,The happy secret to better work
1009,69,3,4,275.7,317.9,0.9,113.59,24.92,106.8,70,369,96,127,marc_fagelson_what_s_that_ringing_in_your_ears,https://hls.ted.com/project_masters/5318/manifest.m3u8,3,TED-Ed Original,,2020-08-17,en,Marc Fagelson,317,https://www.ted.com/talks/marc_fagelson_what_s_that_ringing_in_your_ears,7389100,0.031,0.967,0.0,0.002,2020-08-17T16:52:27Z,65881,What's that ringing in your ears?
9954,1269,3,5,2086.3,2977.5,0.7,199.41,47.37,194.2,69,418,166,226,yuval_noah_harari_the_war_in_ukraine_could_change_everything,https://hls.ted.com/project_masters/7687/manifest.m3u8?intro_master_id=9294,6,Original Content,,2022-03-01,en,Yuval Noah Harari,2977,https://www.ted.com/talks/yuval_noah_harari_the_war_in_ukraine_could_change_everything,7376880,0.055,0.639,0.279,0.027,2022-03-02T13:40:44Z,89319,The war in Ukraine could change everything
872,67,3,4,217.6,269.8,0.8,116.48,41.49,103.6,71,410,91,131,emma_bryce_why_do_we_itch,https://hls.ted.com/project_masters/4841/manifest.m3u8,3,TED-Ed Original,Why do we itch?,2017-04-11,en,Emma Bryce,269,https://www.ted.com/talks/emma_bryce_why_do_we_itch,7363637,0.01,0.987,0.0,0.003,2019-03-01T16:45:21Z,24466,Why do we itch?
2548,343,3,5,554.0,898.4,0.6,176.12,63.47,164.7,73,422,127,213,larry_smith_why_you_will_fail_to_have_a_great_career,https://hls.ted.com/project_masters/1318/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Why you will fail to have a great career,2011-11-12,en,Larry Smith,898,https://www.ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career,7366003,0.848,0.014,0.002,0.136,2012-03-11T13:58:00Z,1384,Why you will fail to have a great career
1066,101,3,4,239.9,317.0,0.8,134.55,59.52,114.2,66,400,97,148,tim_hansen_how_to_read_music,https://hls.ted.com/project_masters/4713/manifest.m3u8,3,TED-Ed Original,How to read music,2013-07-18,en,Tim Hansen,316,https://www.ted.com/talks/tim_hansen_how_to_read_music,7348230,0.013,0.984,0.0,0.003,2019-04-01T18:32:19Z,23936,How to read music
1360,2,4,4,304.9,308.1,1.0,125.1,42.79,111.4,71,396,98,136,erick_wilberding_this_tool_will_help_improve_your_critical_thinking,https://hls.ted.com/project_masters/5997/manifest.m3u8,3,TED-Ed Original,,2021-04-12,en,Erick Wilberding,308,https://www.ted.com/talks/erick_wilberding_this_tool_will_help_improve_your_critical_thinking,7358735,0.019,0.981,0.0,0.0,2021-04-12T15:13:42Z,74676,This tool will help improve your critical thinking
1299,79,4,5,286.0,335.5,0.9,114.53,39.03,103.4,70,402,90,130,alex_rosenthal_when_is_a_pandemic_over,https://hls.ted.com/project_masters/5626/manifest.m3u8,3,TED-Ed Original,,2020-06-01,en,Alex Rosenthal,335,https://www.ted.com/talks/alex_rosenthal_when_is_a_pandemic_over,7325617,0.092,0.676,0.217,0.015,2020-06-01T17:10:48Z,63666,When is a pandemic over?
2033,147,4,5,418.0,537.8,0.8,166.31,53.54,152.8,72,421,126,194,maz_jobrani_did_you_hear_the_one_about_the_iranian_american,https://hls.ted.com/project_masters/1021/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Did you hear the one about the Iranian-American?,2010-07-16,en,Maz Jobrani,537,https://www.ted.com/talks/maz_jobrani_did_you_hear_the_one_about_the_iranian_american,7342685,0.184,0.769,0.007,0.04,2010-08-19T08:29:00Z,935,Did you hear the one about the Iranian-American?
1052,78,4,5,226.5,278.0,0.8,210.12,57.24,206.2,80,398,171,247,shunan_teng_the_history_of_tea,https://hls.ted.com/project_masters/4846/manifest.m3u8,3,TED-Ed Original,The history of Tea,2017-05-16,en,Shunan Teng,277,https://www.ted.com/talks/shunan_teng_the_history_of_tea,7321504,0.022,0.974,0.0,0.004,2019-03-22T18:38:14Z,24481,The history of Tea
2856,276,3,4,718.7,944.7,0.8,215.16,37.54,212.2,72,422,190,237,anne_lamott_12_truths_i_learned_from_life_and_writing,https://hls.ted.com/project_masters/2877/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,12 truths I learned from life and writing,2017-04-24,en,Anne Lamott,944,https://www.ted.com/talks/anne_lamott_12_truths_i_learned_from_life_and_writing,7313461,0.272,0.1,0.422,0.206,2017-06-09T15:06:36Z,2801,12 truths I learned from life and writing
3529,544,3,5,696.5,1202.8,0.6,181.68,43.03,171.7,68,422,156,198,brene_brown_the_power_of_vulnerability,https://hls.ted.com/project_masters/4478/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The power of vulnerability,2010-06-06,en,Brené Brown,1202,https://www.ted.com/talks/brene_brown_the_power_of_vulnerability,68942910,0.543,0.35,0.004,0.103,2010-12-23T14:45:00Z,1042,The power of vulnerability
4400,630,4,5,874.0,1246.1,0.7,251.46,45.44,245.9,74,423,220,278,amy_cuddy_your_body_language_may_shape_who_you_are,https://hls.ted.com/project_masters/2294/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Your body language may shape who you are,2012-06-26,en,Amy Cuddy,1245,https://www.ted.com/talks/amy_cuddy_your_body_language_may_shape_who_you_are,75276051,0.507,0.366,0.006,0.121,2012-10-01T15:00:08Z,1569,Your body language may shape who you are
1029,45,3,4,268.0,296.5,0.9,125.68,38.02,116.6,71,405,102,140,rod_phillips_a_brief_history_of_alcohol,https://hls.ted.com/project_masters/5609/manifest.m3u8,3,TED-Ed Original,A brief history of alcohol,2020-01-02,en,Rod Phillips,296,https://www.ted.com/talks/rod_phillips_a_brief_history_of_alcohol,7298163,0.026,0.965,0.0,0.009,2020-01-02T16:13:04Z,55275,A brief history of alcohol
4280,429,4,5,905.5,1189.9,0.8,169.12,46.56,160.3,73,421,136,192,daniel_kahneman_the_riddle_of_experience_vs_memory,https://hls.ted.com/project_masters/1030/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The riddle of experience vs. memory,2010-02-10,en,Daniel Kahneman,1189,https://www.ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory,7301849,0.519,0.213,0.197,0.071,2010-03-01T09:05:00Z,779,The riddle of experience vs. memory
1404,21,4,4,329.7,345.5,1.0,114.38,38.13,101.1,74,398,90,129,alex_gendler_the_wars_that_inspired_game_of_thrones,https://hls.ted.com/project_masters/5556/manifest.m3u8,3,TED-Ed Original,The wars that inspired Game of Thrones,2015-05-11,en,Alex Gendler,345,https://www.ted.com/talks/alex_gendler_the_wars_that_inspired_game_of_thrones,7230093,0.008,0.991,0.0,0.001,2019-02-15T17:39:19Z,24205,The wars that inspired Game of Thrones
1766,76,4,4,432.5,476.1,0.9,259.41,52.45,252.2,76,424,223,292,adora_svitak_what_adults_can_learn_from_kids,https://hls.ted.com/project_masters/1348/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What adults can learn from kids,2010-02-13,en,Adora Svitak,476,https://www.ted.com/talks/adora_svitak_what_adults_can_learn_from_kids,7247233,0.748,0.176,0.004,0.072,2010-04-01T17:17:00Z,815,What adults can learn from kids
1141,48,4,5,241.6,275.4,0.9,169.05,75.26,162.4,64,427,96,215,kate_slabosky_the_three_different_ways_mammals_give_birth,https://hls.ted.com/project_masters/4838/manifest.m3u8,3,TED-Ed Original,The three different ways mammals give birth,2017-04-17,en,Kate Slabosky,275,https://www.ted.com/talks/kate_slabosky_the_three_different_ways_mammals_give_birth,7215784,0.009,0.99,0.0,0.001,2019-03-01T16:24:49Z,24468,The three different ways mammals give birth
3156,346,3,4,808.9,1119.8,0.7,245.27,58.72,236.9,64,425,204,283,kimberle_crenshaw_the_urgency_of_intersectionality,https://hls.ted.com/project_masters/2766/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,交叉性带来的紧迫,2016-10-27,zh-cn,金伯莉·克伦肖,1119,https://www.ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality,7226370,0.346,0.304,0.318,0.032,2016-11-14T16:21:01Z,2629,交叉性带来的紧迫
921,78,4,5,190.5,235.4,0.8,142.22,32.69,135.2,80,394,124,151,jac_de_haan_why_do_competitors_open_their_stores_next_to_one_another,https://hls.ted.com/project_masters/4650/manifest.m3u8,3,TED-Ed Original,Why do competitors open their stores next to one another?,2012-10-01,en,Jac de Haan,235,https://www.ted.com/talks/jac_de_haan_why_do_competitors_open_their_stores_next_to_one_another,7173158,0.041,0.957,0.0,0.002,2018-12-05T20:14:40Z,23762,Why do competitors open their stores next to one another?
839,94,3,5,167.1,249.1,0.7,153.78,40.08,147.8,80,408,130,168,clint_smith_the_danger_of_silence,https://hls.ted.com/project_masters/1864/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The danger of silence,2014-07-08,en,Clint Smith,249,https://www.ted.com/talks/clint_smith_the_danger_of_silence,7192460,0.407,0.344,0.08,0.169,2014-08-15T15:46:05Z,2059,The danger of silence
4598,379,4,5,949.8,1167.0,0.8,242.93,53.91,238.6,78,424,212,274,temple_grandin_the_world_needs_all_kinds_of_minds,https://hls.ted.com/project_masters/945/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The world needs all kinds of minds,2010-02-10,en,Temple Grandin,1166,https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds,7164536,0.727,0.205,0.008,0.06,2010-02-24T08:44:00Z,773,The world needs all kinds of minds
991,70,4,5,213.3,254.0,0.8,109.5,27.66,99.8,71,370,90,121,helen_m_farrell_what_is_depression,https://hls.ted.com/project_masters/4797/manifest.m3u8,3,TED-Ed Original,What is depression?,2015-12-15,en,Helen M. Farrell,254,https://www.ted.com/talks/helen_m_farrell_what_is_depression,26685462,0.028,0.966,0.0,0.006,2019-03-01T16:35:44Z,24286,What is depression?
2699,248,4,5,583.7,730.8,0.8,172.29,43.48,162.0,72,418,143,193,daniel_levitin_how_to_stay_calm_when_you_know_you_ll_be_stressed,https://hls.ted.com/project_masters/2503/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How to stay calm when you know you'll be stressed,2015-09-29,en,Daniel Levitin,730,https://www.ted.com/talks/daniel_levitin_how_to_stay_calm_when_you_know_you_ll_be_stressed,25592957,0.108,0.738,0.067,0.087,2015-10-30T15:34:16Z,2361,How to stay calm when you know you'll be stressed
3141,394,3,4,723.6,1025.3,0.7,131.69,31.45,123.8,79,400,110,145,stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive,https://hls.ted.com/project_masters/3974/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Your kids might live on Mars. Here's how they'll survive,2015-03-16,en,Stephen Petranek,1025,https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive,7160460,0.091,0.795,0.048,0.066,2016-04-12T14:41:40Z,2476,Your kids might live on Mars. Here's how they'll survive
3446,433,3,4,790.5,1088.8,0.7,117.93,34.14,108.5,78,422,97,126,roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed,https://hls.ted.com/project_masters/199/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why city flags may be the worst-designed thing you've never noticed,2015-03-25,en,Roman Mars,1088,https://www.ted.com/talks/roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed,7142832,0.133,0.729,0.076,0.062,2015-05-14T15:12:54Z,2253,Why city flags may be the worst-designed thing you've never noticed
1067,52,4,4,262.5,288.6,0.9,118.43,30.71,110.1,73,399,96,134,ted_ed_3_tips_on_how_to_study_effectively,https://hls.ted.com/project_masters/8776/manifest.m3u8,3,TED-Ed Original,3 tips on how to study effectively,2023-10-12,en, TED-Ed,288,https://www.ted.com/talks/ted_ed_3_tips_on_how_to_study_effectively,7132199,0.01,0.989,0.0,0.001,2023-10-13T01:33:34Z,118768,3 tips on how to study effectively
1141,43,4,4,279.1,306.9,0.9,118.55,38.53,108.3,72,388,95,131,dan_kwartler_what_causes_headaches,https://hls.ted.com/project_masters/5110/manifest.m3u8,3,TED-Ed Original,What causes headaches?,2018-04-12,en,Dan Kwartler,306,https://www.ted.com/talks/dan_kwartler_what_causes_headaches,7136082,0.012,0.982,0.0,0.006,2019-12-18T20:19:29Z,24587,What causes headaches?
1150,41,4,4,260.2,285.3,0.9,116.43,33.8,107.3,70,399,94,131,mel_rosenberg_what_causes_cavities,https://hls.ted.com/project_masters/4823/manifest.m3u8,3,TED-Ed Original,What causes cavities?,2016-10-17,en,Mel Rosenberg,285,https://www.ted.com/talks/mel_rosenberg_what_causes_cavities,7125694,0.015,0.982,0.0,0.003,2019-03-22T18:37:48Z,24399,What causes cavities?
1043,92,4,5,222.0,295.3,0.8,215.29,57.3,203.0,72,422,177,243,shilpa_ravella_how_the_food_you_eat_affects_your_gut,https://hls.ted.com/project_masters/4835/manifest.m3u8,3,TED-Ed Original,How the food you eat affects your gut,2017-03-23,en,Shilpa Ravella,295,https://www.ted.com/talks/shilpa_ravella_how_the_food_you_eat_affects_your_gut,7108639,0.045,0.948,0.0,0.007,2019-04-12T17:29:32Z,24458,How the food you eat affects your gut
1027,78,3,4,245.5,295.8,0.8,116.99,31.38,107.0,72,377,94,131,richard_j_wood_how_do_carbohydrates_impact_your_health,https://hls.ted.com/project_masters/4794/manifest.m3u8,3,TED-Ed Original,How do carbohydrates impact your health?,2016-01-11,en,Richard J. Wood,295,https://www.ted.com/talks/richard_j_wood_how_do_carbohydrates_impact_your_health,7099532,0.025,0.972,0.0,0.003,2019-03-01T16:37:20Z,24293,How do carbohydrates impact your health?
1594,213,3,4,394.9,546.5,0.7,140.34,41.77,132.1,71,408,112,159,ethan_hawke_give_yourself_permission_to_be_creative,https://hls.ted.com/project_masters/4438/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Give yourself permission to be creative,2020-06-25,en,Ethan Hawke,546,https://www.ted.com/talks/ethan_hawke_give_yourself_permission_to_be_creative,7106378,0.073,0.445,0.441,0.041,2020-07-23T14:50:06Z,65073,Give yourself permission to be creative
1075,28,4,4,251.6,269.5,0.9,174.77,55.59,166.3,71,400,137,203,louise_thwaites_why_is_it_so_dangerous_to_step_on_a_rusty_nail,https://hls.ted.com/project_masters/9399/manifest.m3u8,3,TED-Ed Original,Why is it so dangerous to step on a rusty nail?,2024-08-13,en,Louise Thwaites,269,https://www.ted.com/talks/louise_thwaites_why_is_it_so_dangerous_to_step_on_a_rusty_nail,7094901,0.001,0.994,0.005,0.0,2024-08-13T15:18:55Z,135146,Why is it so dangerous to step on a rusty nail?
2368,342,3,5,507.3,785.6,0.6,133.07,41.78,121.5,71,422,106,148,joseph_gordon_levitt_how_craving_attention_makes_you_less_creative,https://hls.ted.com/project_masters/564/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How craving attention makes you less creative,2019-04-15,en,Joseph Gordon-Levitt,785,https://www.ted.com/talks/joseph_gordon_levitt_how_craving_attention_makes_you_less_creative,7089028,0.056,0.577,0.329,0.038,2019-08-20T14:49:42Z,45973,How craving attention makes you less creative
1179,1,4,4,285.4,287.4,1.0,115.37,39.38,104.9,72,399,93,122,dan_kwartler_why_should_you_read_dune_by_frank_herbert,https://hls.ted.com/project_masters/5106/manifest.m3u8,3,TED-Ed Original,"Why should you read ""Dune"" by Frank Herbert?",2019-12-17,en,Dan Kwartler,287,https://www.ted.com/talks/dan_kwartler_why_should_you_read_dune_by_frank_herbert,7078075,0.006,0.993,0.0,0.001,2019-12-17T16:18:32Z,55042,"Why should you read ""Dune"" by Frank Herbert?"
1214,16,4,4,310.8,320.4,1.0,129.48,31.73,120.3,78,412,110,140,johnny_lee_free_or_cheap_wii_remote_hacks,https://hls.ted.com/project_masters/1079/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Free or cheap Wii Remote hacks,2008-02-28,en,Johnny Lee,320,https://www.ted.com/talks/johnny_lee_free_or_cheap_wii_remote_hacks,7080829,0.535,0.429,0.006,0.03,2008-04-11T00:05:00Z,245,Free or cheap Wii Remote hacks
793,66,4,5,172.8,223.8,0.8,113.03,41.34,99.4,77,414,90,122,alex_gendler_why_do_we_cry_the_three_types_of_tears,https://hls.ted.com/project_masters/5548/manifest.m3u8,3,TED-Ed Original,Why do we cry? The three types of tears,2014-02-26,en,Alex Gendler,223,https://www.ted.com/talks/alex_gendler_why_do_we_cry_the_three_types_of_tears,7057086,0.018,0.979,0.0,0.003,2019-02-12T22:42:03Z,24036,Why do we cry? The three types of tears
893,73,3,4,204.2,259.5,0.8,104.91,29.55,94.9,72,388,88,112,kelli_sandman_hurley_what_is_dyslexia,https://hls.ted.com/project_masters/5123/manifest.m3u8,3,TED-Ed Original,What is dyslexia?,2013-07-15,en,Kelli Sandman-Hurley,259,https://www.ted.com/talks/kelli_sandman_hurley_what_is_dyslexia,7076248,0.023,0.975,0.0,0.002,2020-02-28T21:19:52Z,23933,What is dyslexia?
1096,49,4,4,261.0,288.3,0.9,113.51,45.0,99.5,70,399,88,124,dan_kwartler_what_causes_insomnia,https://hls.ted.com/project_masters/4657/manifest.m3u8,3,TED-Ed Original,What causes insomnia?,2018-06-14,en,Dan Kwartler,288,https://www.ted.com/talks/dan_kwartler_what_causes_insomnia,7014373,0.082,0.912,0.0,0.006,2018-06-14T15:08:17Z,17923,What causes insomnia?
2534,298,3,4,578.4,896.2,0.6,202.49,36.55,199.6,71,400,178,222,frances_frei_how_to_build_and_rebuild_trust,https://hls.ted.com/project_masters/3173/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How to build (and rebuild) trust,2018-04-10,en,Frances Frei,896,https://www.ted.com/talks/frances_frei_how_to_build_and_rebuild_trust,7023620,0.31,0.123,0.364,0.203,2018-05-04T14:55:02Z,15471,How to build (and rebuild) trust
3524,371,4,4,785.7,976.2,0.8,128.35,45.79,115.1,70,415,97,145,van_jones_what_if_a_us_presidential_candidate_refuses_to_concede_after_an_election,https://hls.ted.com/project_masters/5860/manifest.m3u8?intro_master_id=9294,6,Original Content,What if a US presidential candidate refuses to concede after an election?,2020-10-26,en,Van Jones,976,https://www.ted.com/talks/van_jones_what_if_a_us_presidential_candidate_refuses_to_concede_after_an_election,6990730,0.057,0.708,0.214,0.021,2020-10-26T15:01:46Z,67872,What if a US presidential candidate refuses to concede after an election?
5919,388,3,4,1673.6,1915.4,0.9,190.59,63.33,195.9,62,424,134,232,evelyn_glennie_how_to_truly_listen,https://hls.ted.com/project_masters/1977/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How to truly listen,2003-02-02,en,Evelyn Glennie,1915,https://www.ted.com/talks/evelyn_glennie_how_to_truly_listen,6999288,0.4,0.519,0.004,0.077,2007-04-06T17:51:00Z,103,How to truly listen
